Age
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f69
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,473.0,298.0,175.0,0.5308641975308642,0.6300211416490487,0.8713450292397661,0.31876138433515483,0.5525836449046113,0.5556754703244268
1.0,418.0,44.0,374.0,0.4691358024691358,0.10526315789473684,1.0,1.0,0.0,0.9210345161499788
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f70
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,772.0,300.0,472.0,0.8664421997755332,0.38860103626943004,0.8771929824561403,0.8597449908925319,0.017447991563608434,0.0003505509749974061
1.0,119.0,42.0,77.0,0.1335578002244669,0.35294117647058826,1.0,1.0,0.0,0.0023179325127463367
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f71
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,869.0,320.0,549.0,0.9753086419753086,0.36823935558112775,0.935672514619883,1.0,0.06432748538011701,0.004277117859398618
1.0,22.0,22.0,0.0,0.024691358024691357,1.0,1.0,1.0,0.0,0.0
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f72
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,873.0,341.0,532.0,0.9797979797979798,0.39060710194730813,0.9970760233918129,0.9690346083788707,0.028041415012942217,0.0007999288202208217
1.0,18.0,1.0,17.0,0.020202020202020204,0.05555555555555555,1.0,1.0,0.0,0.06617565425996717
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f73
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,885.0,337.0,548.0,0.9932659932659933,0.3807909604519774,0.9853801169590644,0.9981785063752276,0.012798389416163292,0.00016515876347955174
1.0,6.0,5.0,1.0,0.006734006734006734,0.8333333333333334,1.0,1.0,0.0,0.02665553349186242
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f74
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,727.0,186.0,541.0,0.8159371492704826,0.2558459422283356,0.543859649122807,0.9854280510018215,0.44156840187901447,0.2624615906970904
1.0,164.0,156.0,8.0,0.1840628507295174,0.9512195121951219,1.0,1.0,0.0,1.520630063761536
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f75
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,774.0,273.0,501.0,0.8686868686868687,0.35271317829457366,0.7982456140350878,0.912568306010929,0.11432269197584122,0.015301703789922154
1.0,117.0,69.0,48.0,0.13131313131313133,0.5897435897435898,1.0,1.0,0.0,0.0955958574228291
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f76
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,864.0,339.0,525.0,0.9696969696969697,0.3923611111111111,0.9912280701754386,0.9562841530054644,0.03494391716997414,0.0012541214357618272
1.0,27.0,3.0,24.0,0.030303030303030304,0.1111111111111111,1.0,1.0,0.0,0.056125306650502915
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f77
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,873.0,329.0,544.0,0.9797979797979798,0.3768613974799542,0.9619883040935673,0.9908925318761385,0.02890422778257118,0.0008556747368957002
1.0,18.0,13.0,5.0,0.020202020202020204,0.7222222222222222,1.0,1.0,0.0,0.041298336071950915
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f78
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,432.0,287.0,145.0,0.48484848484848486,0.6643518518518519,0.8391812865497076,0.2641165755919854,0.5750647109577222,0.66479561043516
1.0,459.0,55.0,404.0,0.5151515151515151,0.11982570806100218,1.0,1.0,0.0,0.8745549552974882
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f79
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,839.0,313.0,526.0,0.941638608305275,0.3730631704410012,0.9152046783625731,0.9581056466302368,0.04290096826766365,0.0019653069881514136
1.0,52.0,29.0,23.0,0.058361391694725026,0.5576923076923077,1.0,1.0,0.0,0.030249014479019433
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f80
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,843.0,330.0,513.0,0.9461279461279462,0.3914590747330961,0.9649122807017544,0.9344262295081968,0.03048605119355763,0.0009787398493207565
1.0,48.0,12.0,36.0,0.05387205387205387,0.25,1.0,1.0,0.0,0.01906367728715719
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f81
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,808.0,267.0,541.0,0.9068462401795735,0.33044554455445546,0.7807017543859649,0.9854280510018215,0.20472629661585662,0.04767725693763965
1.0,83.0,75.0,8.0,0.0931537598204265,0.9036144578313253,1.0,1.0,0.0,0.5550814252752286
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f82
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,804.0,256.0,548.0,0.9023569023569024,0.31840796019900497,0.7485380116959064,0.9981785063752276,0.24964049467932126,0.07184906522941789
1.0,87.0,86.0,1.0,0.09764309764309764,0.9885057471264368,1.0,1.0,0.0,1.2301372391739935
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f83
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,835.0,303.0,532.0,0.9371492704826038,0.362874251497006,0.8859649122807017,0.9690346083788707,0.08306969609816894,0.0074449536609534645
1.0,56.0,39.0,17.0,0.06285072951739619,0.6964285714285714,1.0,1.0,0.0,0.1082926468842765
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f84
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,803.0,309.0,494.0,0.9012345679012346,0.3848069738480697,0.9035087719298246,0.8998178506375227,0.003690921292301863,1.510865401541739e-05
1.0,88.0,33.0,55.0,0.09876543209876543,0.375,1.0,1.0,0.0,0.00013854950568344476
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f85
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,861.0,325.0,536.0,0.9663299663299664,0.37746806039488967,0.9502923976608187,0.97632058287796,0.02602818521714123,0.0007033147321310308
1.0,30.0,17.0,13.0,0.03367003367003367,0.5666666666666667,1.0,1.0,0.0,0.01930124476251516
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f86
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,457.0,295.0,162.0,0.5129068462401796,0.6455142231947484,0.8625730994152047,0.29508196721311475,0.5674911322020899,0.6087288545603529
1.0,434.0,47.0,387.0,0.48709315375982043,0.10829493087557604,1.0,1.0,0.0,0.9278419782948448
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f87
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,817.0,305.0,512.0,0.9169472502805837,0.3733170134638923,0.8918128654970761,0.9326047358834244,0.04079187038634835,0.001824422276453852
1.0,74.0,37.0,37.0,0.08305274971941638,0.5,1.0,1.0,0.0,0.01930629069525134
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f88
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,852.0,334.0,518.0,0.9562289562289562,0.392018779342723,0.9766081871345029,0.9435336976320583,0.033074489502444626,0.0011395304411493904
1.0,39.0,8.0,31.0,0.04377104377104377,0.20512820512820512,1.0,1.0,0.0,0.029147157092670198
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f89
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,808.0,267.0,541.0,0.9068462401795735,0.33044554455445546,0.7807017543859649,0.9854280510018215,0.20472629661585662,0.04767725693763965
1.0,83.0,75.0,8.0,0.0931537598204265,0.9036144578313253,1.0,1.0,0.0,0.5550814252752286
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f90
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,804.0,256.0,548.0,0.9023569023569024,0.31840796019900497,0.7485380116959064,0.9981785063752276,0.24964049467932126,0.07184906522941789
1.0,87.0,86.0,1.0,0.09764309764309764,0.9885057471264368,1.0,1.0,0.0,1.2301372391739935
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f91
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,778.0,279.0,499.0,0.8731762065095399,0.35861182519280205,0.8157894736842105,0.9089253187613844,0.09313584507717387,0.010068600432648428
1.0,113.0,63.0,50.0,0.12682379349046016,0.5575221238938053,1.0,1.0,0.0,0.06560483575746508
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f92
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,860.0,333.0,527.0,0.9652076318742986,0.3872093023255814,0.9736842105263158,0.9599271402550091,0.013757070271306682,0.00019575823838960757
1.0,31.0,9.0,22.0,0.03479236812570146,0.2903225806451613,1.0,1.0,0.0,0.005785263121564283
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f93
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,740.0,198.0,542.0,0.8305274971941639,0.26756756756756755,0.5789473684210527,0.9872495446265938,0.4083021762055411,0.21791547149496412
1.0,151.0,144.0,7.0,0.16947250280583614,0.9536423841059603,1.0,1.0,0.0,1.4279106366893932
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f94
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,872.0,325.0,547.0,0.978675645342312,0.37270642201834864,0.9502923976608187,0.9963570127504554,0.04606461508963666,0.002180510734117098
1.0,19.0,17.0,2.0,0.02132435465768799,0.8947368421052632,1.0,1.0,0.0,0.12038314001981647
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f95
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,772.0,277.0,495.0,0.8664421997755332,0.3588082901554404,0.8099415204678363,0.9016393442622951,0.09169782379445879,0.009834825608789064
1.0,119.0,65.0,54.0,0.1335578002244669,0.5462184873949579,1.0,1.0,0.0,0.06040052463042206
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f96
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,866.0,335.0,531.0,0.9719416386083053,0.38683602771362585,0.97953216374269,0.9672131147540983,0.012319048988591708,0.00015591253296537533
1.0,25.0,7.0,18.0,0.028058361391694726,0.28,1.0,1.0,0.0,0.0058044144103747974
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f97
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,861.0,325.0,536.0,0.9663299663299664,0.37746806039488967,0.9502923976608187,0.97632058287796,0.02602818521714123,0.0007033147321310308
1.0,30.0,17.0,13.0,0.03367003367003367,0.5666666666666667,1.0,1.0,0.0,0.01930124476251516
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f98
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,468.0,296.0,172.0,0.5252525252525253,0.6324786324786325,0.8654970760233918,0.3132969034608379,0.5522001725625538,0.5611196863268515
1.0,423.0,46.0,377.0,0.47474747474747475,0.10874704491725769,1.0,1.0,0.0,0.9002608243034285
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f99
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,815.0,308.0,507.0,0.9147025813692481,0.37791411042944784,0.9005847953216374,0.9234972677595629,0.02291247243792549,0.0005756418718045558
1.0,76.0,34.0,42.0,0.08529741863075196,0.4473684210526316,1.0,1.0,0.0,0.006002577698816288
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f100
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,843.0,330.0,513.0,0.9461279461279462,0.3914590747330961,0.9649122807017544,0.9344262295081968,0.03048605119355763,0.0009787398493207565
1.0,48.0,12.0,36.0,0.05387205387205387,0.25,1.0,1.0,0.0,0.01906367728715719
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f101
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,473.0,298.0,175.0,0.5308641975308642,0.6300211416490487,0.8713450292397661,0.31876138433515483,0.5525836449046113,0.5556754703244268
1.0,418.0,44.0,374.0,0.4691358024691358,0.10526315789473684,1.0,1.0,0.0,0.9210345161499788
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f102
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,772.0,300.0,472.0,0.8664421997755332,0.38860103626943004,0.8771929824561403,0.8597449908925319,0.017447991563608434,0.0003505509749974061
1.0,119.0,42.0,77.0,0.1335578002244669,0.35294117647058826,1.0,1.0,0.0,0.0023179325127463367
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f103
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,866.0,334.0,532.0,0.9719416386083053,0.3856812933025404,0.9766081871345029,0.9690346083788707,0.007573578755632249,5.8961886537871285e-05
1.0,25.0,8.0,17.0,0.028058361391694726,0.32,1.0,1.0,0.0,0.0021242684053711953
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f104
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,876.0,327.0,549.0,0.9831649831649831,0.3732876712328767,0.956140350877193,1.0,0.04385964912280704,0.0019671300949715676
1.0,15.0,15.0,0.0,0.016835016835016835,1.0,1.0,1.0,0.0,0.0
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f105
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,883.0,335.0,548.0,0.9910213243546577,0.3793884484711212,0.97953216374269,0.9981785063752276,0.018646342632537616,0.0003516150279442602
1.0,8.0,7.0,1.0,0.008978675645342313,0.875,1.0,1.0,0.0,0.04510919207230231
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f106
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,729.0,188.0,541.0,0.8181818181818182,0.2578875171467764,0.5497076023391813,0.9854280510018215,0.43572044866264026,0.2543254994328314
1.0,162.0,154.0,8.0,0.18181818181818182,0.9506172839506173,1.0,1.0,0.0,1.4948691772357747
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f107
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,759.0,271.0,488.0,0.8518518518518519,0.3570487483530962,0.7923976608187134,0.8888888888888888,0.0964912280701754,0.011087698998173048
1.0,132.0,71.0,61.0,0.14814814814814814,0.5378787878787878,1.0,1.0,0.0,0.06031606044266865
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f108
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,879.0,341.0,538.0,0.9865319865319865,0.38794084186575656,0.9970760233918129,0.9799635701275046,0.017112453264308325,0.00029624431502305005
1.0,12.0,1.0,11.0,0.013468013468013467,0.08333333333333333,1.0,1.0,0.0,0.032934757065548166
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f109
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,833.0,290.0,543.0,0.9349046015712682,0.34813925570228094,0.847953216374269,0.9890710382513661,0.1411178218770971,0.021723775224767875
1.0,58.0,52.0,6.0,0.06509539842873176,0.896551724137931,1.0,1.0,0.0,0.3715310436194073
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f110
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,626.0,143.0,483.0,0.7025813692480359,0.22843450479233227,0.41812865497076024,0.8797814207650273,0.46165276579426706,0.34341625327228553
1.0,265.0,199.0,66.0,0.29741863075196406,0.7509433962264151,1.0,1.0,0.0,0.7279976909209769
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f111
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,849.0,338.0,511.0,0.9528619528619529,0.39811542991755006,0.9883040935672515,0.930783242258652,0.05752085130859941,0.003449180887330452
1.0,42.0,4.0,38.0,0.04713804713804714,0.09523809523809523,1.0,1.0,0.0,0.10227230912623352
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f112
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,882.0,336.0,546.0,0.98989898989899,0.38095238095238093,0.9824561403508771,0.994535519125683,0.012079378774805916,0.00014761135348305112
1.0,9.0,6.0,3.0,0.010101010101010102,0.6666666666666666,1.0,1.0,0.0,0.014089808792145116
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f113
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,666.0,321.0,345.0,0.7474747474747475,0.481981981981982,0.9385964912280702,0.6284153005464481,0.3101811906816221,0.12443985814593321
1.0,225.0,21.0,204.0,0.25252525252525254,0.09333333333333334,1.0,1.0,0.0,0.5584222533880548
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f114
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,686.0,316.0,370.0,0.7699214365881033,0.4606413994169096,0.9239766081871345,0.6739526411657559,0.2500239670213785,0.07888929033914673
1.0,205.0,26.0,179.0,0.23007856341189675,0.12682926829268293,1.0,1.0,0.0,0.36403528686368347
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f115
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,850.0,319.0,531.0,0.9539842873176206,0.37529411764705883,0.9327485380116959,0.9672131147540983,0.03446457674240244,0.0012504856137144707
1.0,41.0,23.0,18.0,0.04601571268237935,0.5609756097560976,1.0,1.0,0.0,0.024759702177310685
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f116
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,845.0,331.0,514.0,0.9483726150392817,0.39171597633136096,0.9678362573099415,0.936247723132969,0.031588534176972494,0.0010481964657777065
1.0,46.0,11.0,35.0,0.051627384960718295,0.2391304347826087,1.0,1.0,0.0,0.02161177214633658
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f117
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,804.0,256.0,548.0,0.9023569023569024,0.31840796019900497,0.7485380116959064,0.9981785063752276,0.24964049467932126,0.07184906522941789
1.0,87.0,86.0,1.0,0.09764309764309764,0.9885057471264368,1.0,1.0,0.0,1.2301372391739935
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f118
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,551.0,248.0,303.0,0.6184062850729517,0.4500907441016334,0.7251461988304093,0.5519125683060109,0.17323363052439844,0.04728994791489668
1.0,340.0,94.0,246.0,0.38159371492704824,0.27647058823529413,1.0,1.0,0.0,0.08466777221093744
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f119
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,615.0,294.0,321.0,0.6902356902356902,0.47804878048780486,0.8596491228070176,0.5846994535519126,0.274949669255105,0.10597284708505761
1.0,276.0,48.0,228.0,0.30976430976430974,0.17391304347826086,1.0,1.0,0.0,0.29828104958333074
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f120
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,832.0,286.0,546.0,0.9337822671156004,0.34375,0.8362573099415205,0.994535519125683,0.15827820918416258,0.027435859385426864
1.0,59.0,56.0,3.0,0.06621773288439955,0.9491525423728814,1.0,1.0,0.0,0.5381502015966404
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f121
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,874.0,328.0,546.0,0.9809203142536476,0.37528604118993136,0.9590643274853801,0.994535519125683,0.03547119164030299,0.0012882307811445972
1.0,17.0,14.0,3.0,0.019079685746352413,0.8235294117647058,1.0,1.0,0.0,0.0714295001242266
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f122
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,827.0,310.0,517.0,0.9281705948372615,0.37484885126964934,0.9064327485380117,0.941712204007286,0.035279455469274246,0.0013470709529566356
1.0,64.0,32.0,32.0,0.0718294051627385,0.5,1.0,1.0,0.0,0.01669733249319035
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f123
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,843.0,330.0,513.0,0.9461279461279462,0.3914590747330961,0.9649122807017544,0.9344262295081968,0.03048605119355763,0.0009787398493207565
1.0,48.0,12.0,36.0,0.05387205387205387,0.25,1.0,1.0,0.0,0.01906367728715719
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f124
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,491.0,294.0,197.0,0.5510662177328844,0.5987780040733197,0.8596491228070176,0.3588342440801457,0.5008148787268718,0.43754380152245803
1.0,400.0,48.0,352.0,0.4489337822671156,0.12,1.0,1.0,0.0,0.7608091469955802
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f125
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,817.0,313.0,504.0,0.9169472502805837,0.38310893512851896,0.9152046783625731,0.9180327868852459,0.0028281085226727898,8.72576991530557e-06
1.0,74.0,29.0,45.0,0.08305274971941638,0.3918918918918919,1.0,1.0,0.0,9.59323955096207e-05
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f126
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,873.0,326.0,547.0,0.9797979797979798,0.3734249713631157,0.9532163742690059,0.9963570127504554,0.043140638481449556,0.0019095649960460782
1.0,18.0,16.0,2.0,0.020202020202020204,0.8888888888888888,1.0,1.0,0.0,0.1101263695481778
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f127
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,806.0,326.0,480.0,0.9046015712682379,0.4044665012406948,0.9532163742690059,0.8743169398907104,0.0788994343782955,0.00681683080369344
1.0,85.0,16.0,69.0,0.09539842873176206,0.18823529411764706,1.0,1.0,0.0,0.07797079418276147
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f128
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,846.0,317.0,529.0,0.9494949494949495,0.3747044917257683,0.9269005847953217,0.9635701275045537,0.03666954270923206,0.0014227398836919411
1.0,45.0,25.0,20.0,0.050505050505050504,0.5555555555555556,1.0,1.0,0.0,0.02553781567717708
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f129
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,870.0,340.0,530.0,0.9764309764309764,0.39080459770114945,0.9941520467836257,0.9653916211293261,0.028760425654299593,0.0008443001297372682
1.0,21.0,2.0,19.0,0.02356902356902357,0.09523809523809523,1.0,1.0,0.0,0.05113615456311676
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f130
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,730.0,222.0,508.0,0.819304152637486,0.3041095890410959,0.6491228070175439,0.9253187613843351,0.27619595436679123,0.0979159847366481
1.0,161.0,120.0,41.0,0.18069584736251404,0.7453416149068323,1.0,1.0,0.0,0.42733241906735264
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f131
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,804.0,256.0,548.0,0.9023569023569024,0.31840796019900497,0.7485380116959064,0.9981785063752276,0.24964049467932126,0.07184906522941789
1.0,87.0,86.0,1.0,0.09764309764309764,0.9885057471264368,1.0,1.0,0.0,1.2301372391739935
